,,,,,,,,,,UEP,,,,,Foldx Ratio,,,,,Pydock Ratio,,,,,"Consensus of Foldx, Pydock and InterfaceFinder",,,,,BEATMUSIC,,,,,Prodigy,,,,,mCSM unknown,,,,,mCSM known,,,,,UEP unknown,,,,,,,,,,,
1R0R_YI15I,0.008,0.9739,0.8368,0.56,1.860,0.1,0,-3.569,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_YI15K,0,0.9717,0.6775,0.64,3.390,0.3,0,-5.075,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_YI15L,0.013,0.9915,0.8313,1.07,1.740,0.1,0,-3.569,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_YI15M,0.005,0.9961,0.8047,0.31,1.720,0.1,0,-3.094,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_YI15N,0,0.9727,0.7639,0.83,2.650,0.4,0,-4.652,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_YI15P,0,0.9067,0.7875,0.44,3.160,-0.6,0,-3.727,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_YI15Q,0.001,0.9706,0.8384,0.64,3.100,0.4,0,-4.995,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_YI15R,0.001,0.9716,0.7676,1.33,2.420,0.3,0,-4.523,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_YI15S,0,0.9641,0.6886,0.61,3.110,0.5,0,-5.018,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_YI15T,0,0.9767,0.7703,0.54,2.500,0.5,0,-4.95,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_YI15V,0.003,0.9647,0.8335,0.59,2.070,-0.2,0,-3.727,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_YI15W,1.85,1.0100,1.0237,0.43,0.900,0,0,-0.196,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1S0W_AC142F,34.8,1.0154,1.2413,1.78,ERROR,-0.4,0.261,0,1.78,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
1SBN_RI38K,1.69,1.0055,0.9963,0.49,1.910,0.4,-1.962,0,0.49,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,,,,,,,
1SGD_DI13L,14300,1.1182,1.1162,1.9,-0.230,-0.4,-4.414,0,1.9,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
1SGE_EI13L,24300,1.0904,1.0474,1.19,-0.530,-0.5,-4.575,0,1.19,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
1SGN_NI13L,311,1.0555,1.0763,1.53,0.700,-0.9,-5.866,0,1.53,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
1SGP_AI13L,155,1.0289,1.0581,1.95,0.470,-0.4,-2.591,0,1.95,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
1SGQ_GI13L,4650,1.0384,1.1523,1.69,0.570,-0.6,-1.882,0,1.69,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
1SGY_YI13L,16.9,1.0028,0.8138,0.88,2.510,0.8,-5.163,0,0.88,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,,,,,,,
1TM1_EI41S,0.01,0.9988,0.9669,0.74,1.060,0.4,0,-2.965,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1TM1_MI40F,0.176,0.9982,1.2283,2.57,0.560,0,0,0.241,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1TM1_MI40G,0.023,0.9800,0.9095,1.41,3.220,0.2,0,-1.143,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1TM1_MI40K,0.158,0.9847,0.9807,1.79,2.950,0.4,0,-0.7,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1TM1_TI39D,0.029,0.9360,0.9599,0.98,2.340,-1.1,0,-2.999,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1TM1_TI39P,0.002,0.9903,0.9952,0.8,1.760,-1.3,0,-2.633,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1TM1_YI42G,0,0.9706,0.8309,0.52,2.920,0.1,0,-3.09,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1TM3_KI40M,6.33,1.0184,1.0325,0.56,-0.900,-0.4,1.139,0,0.56,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,,,,,,,
1TM4_GI40M,43.3,1.0063,1.0676,0.57,0.080,-0.1,0.704,0,0.57,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,,,,,,,
1TM5_AI40M,5.67,1.0089,1.0304,0.77,-0.080,-0.1,0.686,0,0.77,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,,,,,,,
1TMG_FI40M,5.67,0.9916,0.7929,0.39,2.520,0,-1.503,0,0.39,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,,,,,,,
1TO1_AI42Y,153,1.0134,1.1788,2.96,-0.660,-0.1,0.435,0,2.96,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
1UUZ_HA62D,0.003,0.9787,0.9796,0.63,0.970,0.2,0,-2.681,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1UUZ_HA62N,0.077,1.0021,0.9694,1,0.680,0.1,0,-1.502,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1UUZ_HA62Q,0.077,0.9903,1.0500,1.46,0.910,-0.1,0,-1.684,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1XD3_RB72L,0.111,0.9586,0.8766,0.48,0.050,-0.7,0,-1.901,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1XD3_RB74L,0.018,0.9412,0.9673,1.37,0.290,1.1,0,-1.563,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1Y1K_AI39T,100,0.9456,1.0987,1.2,0.530,1.4,-1.238,0,1.2,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
1Y33_PI39T,567,0.9666,1.0180,1.23,0.670,1.4,-2.378,0,1.23,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
1Y34_AI41E,173,0.9779,0.9854,2.91,0.650,0.6,-3.237,0,2.91,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
1Y3B_SI41E,103,0.9966,0.9872,1.41,1.110,-0.4,-3.073,0,1.41,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
1Z7X_YW437F,0.026,0.9978,1.0590,0.78,-0.040,0.2,0,-1.119,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2A9K_GB55D,0.02,0.9391,0.9656,1.2,1.280,0.1,0,-2.71,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2AJF_TE159S,0.046,0.9974,1.0053,1.18,1.120,0.2,-0.96,0,1.18,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,,,,,,,
2AJF_YA23F,0.095,0.9960,1.0382,0.85,0.870,0,-1.208,0,0.85,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,,,,,,,
2B10_SB87F,7.14,1.0047,1.0729,2.72,-0.190,-0.6,-0.307,0,2.72,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,,,,,,,
2B42_HA357K,0.013,1.0028,0.8765,1.85,1.790,0.1,0,-2.028,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2B42_HA357Q,0.163,0.9892,0.9858,1.33,1.710,0.2,0,-1.969,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2BTF_GP120F,0.055,0.9393,1.0191,5.52,-0.300,0,0,-0.748,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2BTF_VP60E,0.192,1.0010,0.9890,1.6,1.660,-0.3,0,-1.698,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2DVW_KB62E,0.707,0.9553,0.9784,0.14,1.480,0.1,0,-1.286,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15D,0,0.9475,1.2196,0.62,1.810,0.4,0,-9.756,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15E,0,0.9426,1.2035,0.81,1.890,0.3,0,-9.62,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15F,0,0.9971,2.1834,0.89,-1.440,0.1,0,-7.473,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15G,0,0.9726,1.1358,0.53,1.140,0.7,0,-10.453,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15H,0,0.9727,1.4733,0.59,-0.770,0.3,0,-7.35,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
2FTL_KI15I,0,0.9519,1.3223,0.55,-1.320,0.4,0,-9.721,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
